|6.6.6
morb_1.tab                                                                                          
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_Sp vol_fraction_Pl vol_fraction_Aki vol_fraction_Cpx vol_fraction_O vol_fraction_Ring vol_fraction_seif vol_fraction_Ppv vol_fraction_Opx vol_fraction_Wus vol_fraction_Gt vol_fraction_st vol_fraction_C2_c vol_fraction_coe vol_fraction_q vol_fraction_CF vol_fraction_Pv vol_fraction_ky vol_fraction_ca_pv
550000. 500.000 5058.28 0.123369E-004 911.930 12.3529 6.95862 -382378. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198959 0.000000 0.000000 0.000000 0.294879 0.260573 0.000000 0.245589
570000. 500.000 5081.26 0.121150E-004 909.652 12.4139 6.98669 9657.88 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199098 0.000000 0.000000 0.000000 0.294894 0.260442 0.000000 0.245567
590000. 500.000 5103.94 0.119006E-004 907.408 12.4734 7.01317 399984. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199229 0.000000 0.000000 0.000000 0.294870 0.260358 0.000000 0.245543
610000. 500.000 5126.35 0.116939E-004 905.194 12.5318 7.03882 788674. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199307 0.000000 0.000000 0.000000 0.294714 0.260460 0.000000 0.245519
630000. 500.000 5148.59 0.114947E-004 903.012 12.5901 7.06560 0.117564E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199428 0.000000 0.000000 0.000000 0.294731 0.260343 0.000000 0.245498
650000. 500.000 5170.52 0.113019E-004 900.858 12.6469 7.09042 0.156104E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199518 0.000000 0.000000 0.000000 0.294633 0.260374 0.000000 0.245475
670000. 500.000 5192.30 0.111159E-004 898.733 12.7035 7.11623 0.194478E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199627 0.000000 0.000000 0.000000 0.294641 0.260278 0.000000 0.245455
690000. 500.000 5213.79 0.109356E-004 896.636 12.7587 7.14033 0.232701E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199717 0.000000 0.000000 0.000000 0.294568 0.260283 0.000000 0.245432
710000. 500.000 5235.13 0.107615E-004 894.566 12.8139 7.16548 0.270762E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199841 0.000000 0.000000 0.000000 0.294638 0.260108 0.000000 0.245413
730000. 500.000 5256.22 0.105926E-004 892.521 12.8678 7.18919 0.308678E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199931 0.000000 0.000000 0.000000 0.294601 0.260077 0.000000 0.245391
750000. 500.000 5277.10 0.104288E-004 890.502 12.9210 7.21254 0.346441E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200056 0.000000 0.000000 0.000000 0.294661 0.259912 0.000000 0.245370
770000. 500.000 5297.81 0.102706E-004 888.507 12.9738 7.23594 0.384064E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200105 0.000000 0.000000 0.000000 0.294554 0.259991 0.000000 0.245351
790000. 500.000 5318.30 0.101166E-004 886.536 13.0256 7.25867 0.421536E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200235 0.000000 0.000000 0.000000 0.294648 0.259786 0.000000 0.245330
810000. 500.000 5338.63 0.996772E-005 884.587 13.0770 7.28132 0.458874E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200269 0.000000 0.000000 0.000000 0.294520 0.259900 0.000000 0.245311
830000. 500.000 5358.73 0.982229E-005 882.663 13.1273 7.30280 0.496067E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200411 0.000000 0.000000 0.000000 0.294638 0.259661 0.000000 0.245290
850000. 500.000 5378.72 0.968174E-005 880.759 13.1776 7.32526 0.533120E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200513 0.000000 0.000000 0.000000 0.294712 0.259503 0.000000 0.245272
870000. 500.000 5398.48 0.954491E-005 878.877 13.2269 7.34648 0.570044E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200599 0.000000 0.000000 0.000000 0.294722 0.259426 0.000000 0.245253
890000. 500.000 5418.09 0.941217E-005 877.014 13.2757 7.36758 0.606837E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200645 0.000000 0.000000 0.000000 0.294646 0.259475 0.000000 0.245234
910000. 500.000 5437.54 0.928308E-005 875.172 13.3239 7.38846 0.643499E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200695 0.000000 0.000000 0.000000 0.294593 0.259496 0.000000 0.245215
930000. 500.000 5456.78 0.915715E-005 873.350 13.3712 7.40837 0.680036E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200762 0.000000 0.000000 0.000000 0.294561 0.259482 0.000000 0.245195
950000. 500.000 5475.88 0.903428E-005 871.550 13.4181 7.42830 0.716437E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200906 0.000000 0.000000 0.000000 0.294734 0.259184 0.000000 0.245176
970000. 500.000 5496.28 0.895197E-005 869.549 13.4618 7.45035 0.752677E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.014828 0.000000 0.000000 0.000000 0.200948 0.000000 0.000000 0.000000 0.294654 0.244347 0.000000 0.245222
990000. 500.000 5523.02 0.902781E-005 866.571 13.4933 7.48352 0.788516E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.094449 0.000000 0.000000 0.000000 0.201305 0.000000 0.000000 0.000000 0.295291 0.163398 0.000000 0.245557
0.101000E+007 500.000 5543.90 0.895812E-005 864.464 13.5352 7.50679 0.824413E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.114297 0.000000 0.000000 0.000000 0.201457 0.000000 0.000000 0.000000 0.295486 0.143124 0.000000 0.245636
0.103000E+007 500.000 5565.72 0.891743E-005 862.124 13.5742 7.53071 0.860098E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.146635 0.000000 0.000000 0.000000 0.201618 0.000000 0.000000 0.000000 0.295609 0.110377 0.000000 0.245762
0.105000E+007 500.000 5602.82 0.882979E-005 857.621 13.6222 7.51686 0.895461E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199492 0.172296 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296557 0.085089 0.000000 0.246567
0.107000E+007 500.000 5622.86 0.875187E-005 855.624 13.6627 7.53700 0.930892E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199661 0.186654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296699 0.070361 0.000000 0.246624
0.109000E+007 500.000 5642.73 0.866972E-005 853.801 13.6998 7.55251 0.966328E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199837 0.197142 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296804 0.059537 0.000000 0.246679
0.111000E+007 500.000 5660.47 0.855824E-005 852.046 13.7426 7.56834 0.100159E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199889 0.195604 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296618 0.061241 0.000000 0.246647
0.113000E+007 500.000 5681.20 0.850149E-005 849.992 13.7792 7.58836 0.103662E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200089 0.216560 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296836 0.039764 0.000000 0.246751
0.115000E+007 500.000 5701.16 0.843041E-005 848.163 13.8138 7.60298 0.107167E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200274 0.229522 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296957 0.026420 0.000000 0.246826
0.117000E+007 500.000 5720.17 0.834806E-005 846.408 13.8497 7.61662 0.110661E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200379 0.236908 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296877 0.018970 0.000000 0.246866
0.119000E+007 500.000 5740.78 0.829157E-005 844.509 13.8820 7.63222 0.114135E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200645 0.255152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.297223 0.000000 0.000000 0.246980
0.121000E+007 500.000 5758.24 0.819368E-005 842.783 13.9226 7.64792 0.117600E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200726 0.255154 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.297157 0.000000 0.000000 0.246963
0.123000E+007 500.000 5775.57 0.809785E-005 841.063 13.9633 7.66412 0.121054E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200806 0.255136 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.297112 0.000000 0.000000 0.246946
0.125000E+007 500.000 5792.79 0.800422E-005 839.362 14.0034 7.67988 0.124498E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200884 0.255125 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.297062 0.000000 0.000000 0.246929
0.127000E+007 500.000 5809.88 0.791265E-005 837.675 14.0432 7.69550 0.127931E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200961 0.255114 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.297013 0.000000 0.000000 0.246912
0.129000E+007 500.000 5826.86 0.782309E-005 836.003 14.0826 7.71092 0.131355E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.201037 0.255103 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296965 0.000000 0.000000 0.246895
0.131000E+007 500.000 5843.72 0.773549E-005 834.348 14.1216 7.72603 0.134769E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.201112 0.255096 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296914 0.000000 0.000000 0.246878
0.133000E+007 500.000 5860.48 0.764980E-005 832.708 14.1601 7.74085 0.138174E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.201185 0.255093 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296861 0.000000 0.000000 0.246861
0.135000E+007 500.000 5877.12 0.756586E-005 831.078 14.1985 7.75574 0.141569E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.201257 0.255083 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296816 0.000000 0.000000 0.246844
10000.0 600.000 3480.72 0.249927E-004 1060.28 8.08395 4.64261 -0.123363E+008 0.000000 0.000000 0.000000 0.664157 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.193649 0.000000 0.000000 0.000000 0.058766 0.000000 0.000000 0.083427 0.000000
30000.0 600.000 3559.10 0.236389E-004 1056.15 8.40293 4.73327 -0.117775E+008 0.000000 0.000000 0.000000 0.649953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.217904 0.000000 0.000000 0.056085 0.000000 0.000000 0.000000 0.076058 0.000000
50000.0 600.000 3630.06 0.211914E-004 1053.16 8.72908 4.87187 -0.112298E+008 0.000000 0.000000 0.000000 0.480412 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.427959 0.000000 0.000000 0.091629 0.000000 0.000000 0.000000 0.000000 0.000000
70000.0 600.000 3777.71 0.208098E-004 1045.45 9.09790 5.07908 -0.107067E+008 0.000000 0.000000 0.000000 0.493280 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.440632 0.066087 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
90000.0 600.000 3820.73 0.196713E-004 1042.55 9.23020 5.11468 -0.101872E+008 0.000000 0.000000 0.000000 0.491288 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.442271 0.066442 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
110000. 600.000 3861.41 0.186572E-004 1039.85 9.35779 5.14958 -0.967157E+007 0.000000 0.000000 0.000000 0.489200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.444043 0.066757 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
130000. 600.000 3994.46 0.173338E-004 1029.21 9.92472 5.52168 -0.918565E+007 0.000000 0.000000 0.000000 0.244568 0.000000 0.155328 0.000000 0.000000 0.000000 0.000000 0.476407 0.123697 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
150000. 600.000 4051.43 0.165724E-004 1025.09 10.1115 5.62296 -0.869927E+007 0.000000 0.000000 0.000000 0.183709 0.000000 0.181195 0.000000 0.000000 0.000000 0.000000 0.501395 0.133701 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
170000. 600.000 4099.01 0.159394E-004 1021.91 10.2345 5.68191 -0.821148E+007 0.000000 0.000000 0.000000 0.139067 0.000000 0.185127 0.000000 0.000000 0.000000 0.000000 0.540081 0.135725 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
190000. 600.000 4142.02 0.153580E-004 1019.06 10.3431 5.72978 -0.773036E+007 0.000000 0.000000 0.000000 0.106180 0.000000 0.187617 0.000000 0.000000 0.000000 0.000000 0.569042 0.137161 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
210000. 600.000 4222.93 0.152073E-004 1015.79 10.4803 5.82604 -0.725356E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.153620 0.000000 0.000000 0.000000 0.012363 0.669843 0.141010 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.023164
230000. 600.000 4595.09 0.175923E-004 1007.82 11.2513 6.49525 -0.684252E+007 0.000000 0.000000 0.151201 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.129521 0.000000 0.307818 0.000000 0.000000 0.000000 0.167658 0.000000 0.000000 0.243803
250000. 600.000 4624.85 0.171279E-004 1005.48 11.3323 6.52948 -0.641303E+007 0.000000 0.000000 0.142132 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.131287 0.000000 0.311802 0.000000 0.000000 0.000000 0.170941 0.000000 0.000000 0.243839
270000. 600.000 4656.05 0.167431E-004 1003.40 11.4016 6.55433 -0.598498E+007 0.000000 0.000000 0.114469 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.133428 0.000000 0.320959 0.000000 0.000000 0.000000 0.187170 0.000000 0.000000 0.243975
290000. 600.000 4706.38 0.169924E-004 1004.97 11.4708 6.54448 -0.555883E+007 0.000000 0.000000 0.102096 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.042242 0.000000 0.208353 0.000000 0.000000 0.000000 0.195878 0.206302 0.000000 0.245129
310000. 600.000 4738.34 0.167011E-004 1002.97 11.5489 6.57681 -0.514049E+007 0.000000 0.000000 0.093336 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.024766 0.000000 0.189956 0.000000 0.000000 0.000000 0.202259 0.244342 0.000000 0.245341
330000. 600.000 4768.91 0.164079E-004 1000.94 11.6238 6.60884 -0.472474E+007 0.000000 0.000000 0.084166 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011511 0.000000 0.177039 0.000000 0.000000 0.000000 0.209930 0.271853 0.000000 0.245501
350000. 600.000 4798.79 0.161258E-004 998.880 11.6953 6.63883 -0.431177E+007 0.000000 0.000000 0.073966 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166502 0.000000 0.000000 0.000000 0.218165 0.295724 0.000000 0.245643
370000. 600.000 4826.49 0.157912E-004 996.681 11.7598 6.67087 -0.389932E+007 0.000000 0.000000 0.054511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.174723 0.000000 0.000000 0.000000 0.238347 0.286726 0.000000 0.245694
390000. 600.000 4853.49 0.154698E-004 994.527 11.8247 6.70181 -0.348953E+007 0.000000 0.000000 0.040184 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.180640 0.000000 0.000000 0.000000 0.252696 0.280754 0.000000 0.245726
410000. 600.000 4879.97 0.151588E-004 992.412 11.8890 6.73259 -0.308201E+007 0.000000 0.000000 0.027985 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.185898 0.000000 0.000000 0.000000 0.265385 0.274982 0.000000 0.245751
430000. 600.000 4906.50 0.148661E-004 990.343 11.9510 6.76292 -0.267672E+007 0.000000 0.000000 0.012843 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192160 0.000000 0.000000 0.000000 0.280581 0.268621 0.000000 0.245795
450000. 600.000 4932.50 0.145795E-004 988.307 12.0128 6.79362 -0.227364E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197940 0.000000 0.000000 0.000000 0.294574 0.261657 0.000000 0.245828
470000. 600.000 4956.95 0.142976E-004 986.302 12.0782 6.82280 -0.187267E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198087 0.000000 0.000000 0.000000 0.294464 0.261649 0.000000 0.245800
490000. 600.000 4981.08 0.140271E-004 984.331 12.1427 6.85156 -0.147359E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198223 0.000000 0.000000 0.000000 0.294352 0.261653 0.000000 0.245772
510000. 600.000 5004.91 0.137667E-004 982.391 12.2060 6.87966 -0.107642E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198408 0.000000 0.000000 0.000000 0.294376 0.261472 0.000000 0.245744
530000. 600.000 5028.46 0.135166E-004 980.484 12.2683 6.90727 -681022. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198535 0.000000 0.000000 0.000000 0.294274 0.261474 0.000000 0.245717
550000. 600.000 5051.74 0.132764E-004 978.607 12.3298 6.93462 -287364. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198608 0.000000 0.000000 0.000000 0.294064 0.261638 0.000000 0.245690
570000. 600.000 5074.81 0.130454E-004 976.758 12.3913 6.96331 104456. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198765 0.000000 0.000000 0.000000 0.294135 0.261433 0.000000 0.245667
590000. 600.000 5097.58 0.128223E-004 974.937 12.4512 6.99029 494596. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198881 0.000000 0.000000 0.000000 0.294080 0.261397 0.000000 0.245642
610000. 600.000 5120.01 0.126056E-004 973.142 12.5091 7.01473 883038. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199045 0.000000 0.000000 0.000000 0.294091 0.261250 0.000000 0.245614
630000. 600.000 5142.32 0.123986E-004 971.373 12.5677 7.04165 0.126988E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199097 0.000000 0.000000 0.000000 0.293934 0.261378 0.000000 0.245591
650000. 600.000 5164.33 0.121974E-004 969.628 12.6248 7.06682 0.165506E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199224 0.000000 0.000000 0.000000 0.293931 0.261279 0.000000 0.245566
670000. 600.000 5186.15 0.120033E-004 967.907 12.6815 7.09241 0.203861E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199360 0.000000 0.000000 0.000000 0.293988 0.261109 0.000000 0.245543
690000. 600.000 5207.67 0.118150E-004 966.208 12.7365 7.11594 0.242068E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199454 0.000000 0.000000 0.000000 0.293900 0.261130 0.000000 0.245517
710000. 600.000 5229.07 0.116336E-004 964.532 12.7919 7.14114 0.280114E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199560 0.000000 0.000000 0.000000 0.293921 0.261023 0.000000 0.245496
730000. 600.000 5250.21 0.114575E-004 962.877 12.8459 7.16478 0.318014E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199650 0.000000 0.000000 0.000000 0.293874 0.261004 0.000000 0.245472
750000. 600.000 5271.10 0.112862E-004 961.243 12.8987 7.18736 0.355763E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199798 0.000000 0.000000 0.000000 0.293955 0.260800 0.000000 0.245447
770000. 600.000 5291.88 0.111212E-004 959.628 12.9519 7.21135 0.393364E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199885 0.000000 0.000000 0.000000 0.293954 0.260735 0.000000 0.245427
790000. 600.000 5312.42 0.109606E-004 958.033 13.0039 7.23398 0.430824E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199993 0.000000 0.000000 0.000000 0.293982 0.260622 0.000000 0.245404
810000. 600.000 5332.80 0.108049E-004 956.457 13.0554 7.25675 0.468140E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200108 0.000000 0.000000 0.000000 0.294051 0.260459 0.000000 0.245383
830000. 600.000 5352.97 0.106537E-004 954.899 13.1061 7.27885 0.505321E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200196 0.000000 0.000000 0.000000 0.294052 0.260390 0.000000 0.245362
850000. 600.000 5372.96 0.105069E-004 953.358 13.1562 7.30052 0.542366E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200276 0.000000 0.000000 0.000000 0.294036 0.260348 0.000000 0.245340
870000. 600.000 5392.76 0.103642E-004 951.835 13.2056 7.32179 0.579277E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.200350 0.000000 0.000000 0.000000 0.294010 0.260322 0.000000 0.245319
